,title,geo_accession,status,submission_date,last_update_date,type,channel_count,source_name_ch1,organism_ch1,characteristics_ch1,characteristics_ch1.1,characteristics_ch1.2,treatment_protocol_ch1,molecule_ch1,extract_protocol_ch1,label_ch1,label_protocol_ch1,taxid_ch1,hyb_protocol,scan_protocol,description,description.1,data_processing,data_processing.1,platform_id,contact_name,contact_email,contact_department,contact_institute,contact_address,contact_city,contact_zip/postal_code,contact_country,supplementary_file,supplementary_file.1,data_row_count,relation,material:ch1,methylation class:ch1,tissue:ch1,gender,sex
GSM2941640,"GBM, RTK II, sample 916 [validation set]",GSM2941640,Public on Jan 18 2018,Jan 18 2018,Jan 24 2018,genomic,1,brain tumor,Homo sapiens,tissue: brain tumor,"methylation class: GBM, RTK II",material: DNA_FFPE,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol.,SAMPLE 916,Methylation data from brain tumor sample.,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina'.,,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2941nnn/GSM2941640/suppl/GSM2941640_9878820127_R01C02_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2941nnn/GSM2941640/suppl/GSM2941640_9878820127_R01C02_Red.idat.gz,0,,DNA_FFPE,"GBM, RTK II",brain tumor,M,1
GSM2941645,"GBM, MES, sample 921 [validation set]",GSM2941645,Public on Jan 18 2018,Jan 18 2018,Jan 24 2018,genomic,1,brain tumor,Homo sapiens,tissue: brain tumor,"methylation class: GBM, MES",material: DNA_FFPE,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol.,SAMPLE 921,Methylation data from brain tumor sample.,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina'.,,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2941nnn/GSM2941645/suppl/GSM2941645_9878820140_R04C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2941nnn/GSM2941645/suppl/GSM2941645_9878820140_R04C01_Red.idat.gz,0,,DNA_FFPE,"GBM, MES",brain tumor,M,1
GSM2941648,"GBM, RTK II, sample 924 [validation set]",GSM2941648,Public on Jan 18 2018,Jan 18 2018,Jan 24 2018,genomic,1,brain tumor,Homo sapiens,tissue: brain tumor,"methylation class: GBM, RTK II",material: DNA_FFPE,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol.,SAMPLE 924,Methylation data from brain tumor sample.,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina'.,,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2941nnn/GSM2941648/suppl/GSM2941648_9878820156_R01C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2941nnn/GSM2941648/suppl/GSM2941648_9878820156_R01C01_Red.idat.gz,0,,DNA_FFPE,"GBM, RTK II",brain tumor,F,2
GSM2941651,"GBM, MES, sample 927 [validation set]",GSM2941651,Public on Jan 18 2018,Jan 18 2018,Jan 24 2018,genomic,1,brain tumor,Homo sapiens,tissue: brain tumor,"methylation class: GBM, MES",material: DNA_FFPE,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol.,SAMPLE 927,Methylation data from brain tumor sample.,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina'.,,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2941nnn/GSM2941651/suppl/GSM2941651_9878820156_R02C02_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2941nnn/GSM2941651/suppl/GSM2941651_9878820156_R02C02_Red.idat.gz,0,,DNA_FFPE,"GBM, MES",brain tumor,F,2
GSM2941653,"GBM, RTK II, sample 929 [validation set]",GSM2941653,Public on Jan 18 2018,Jan 18 2018,Jan 24 2018,genomic,1,brain tumor,Homo sapiens,tissue: brain tumor,"methylation class: GBM, RTK II",material: DNA_FFPE,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol.,SAMPLE 929,Methylation data from brain tumor sample.,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina'.,,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2941nnn/GSM2941653/suppl/GSM2941653_9878820156_R03C02_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2941nnn/GSM2941653/suppl/GSM2941653_9878820156_R03C02_Red.idat.gz,0,,DNA_FFPE,"GBM, RTK II",brain tumor,F,2
GSM2941654,"GBM, MES, sample 930 [validation set]",GSM2941654,Public on Jan 18 2018,Jan 18 2018,Jan 24 2018,genomic,1,brain tumor,Homo sapiens,tissue: brain tumor,"methylation class: GBM, MES",material: DNA_FFPE,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol.,SAMPLE 930,Methylation data from brain tumor sample.,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina'.,,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2941nnn/GSM2941654/suppl/GSM2941654_9878820156_R05C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2941nnn/GSM2941654/suppl/GSM2941654_9878820156_R05C01_Red.idat.gz,0,,DNA_FFPE,"GBM, MES",brain tumor,F,2
GSM2941657,"GBM, RTK II, sample 933 [validation set]",GSM2941657,Public on Jan 18 2018,Jan 18 2018,Jan 24 2018,genomic,1,brain tumor,Homo sapiens,tissue: brain tumor,"methylation class: GBM, RTK II",material: DNA_FFPE,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol.,SAMPLE 933,Methylation data from brain tumor sample.,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina'.,,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2941nnn/GSM2941657/suppl/GSM2941657_9878827209_R04C02_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2941nnn/GSM2941657/suppl/GSM2941657_9878827209_R04C02_Red.idat.gz,0,,DNA_FFPE,"GBM, RTK II",brain tumor,M,1
GSM2941658,"GBM, RTK II, sample 934 [validation set]",GSM2941658,Public on Jan 18 2018,Jan 18 2018,Jan 24 2018,genomic,1,brain tumor,Homo sapiens,tissue: brain tumor,"methylation class: GBM, RTK II",material: DNA_FFPE,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol.,SAMPLE 934,Methylation data from brain tumor sample.,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina'.,,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2941nnn/GSM2941658/suppl/GSM2941658_9878827209_R06C02_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2941nnn/GSM2941658/suppl/GSM2941658_9878827209_R06C02_Red.idat.gz,0,,DNA_FFPE,"GBM, RTK II",brain tumor,F,2
GSM2941660,"GBM, RTK III, sample 936 [validation set]",GSM2941660,Public on Jan 18 2018,Jan 18 2018,Jan 24 2018,genomic,1,brain tumor,Homo sapiens,tissue: brain tumor,"methylation class: GBM, RTK III",material: DNA_FFPE,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol.,SAMPLE 936,Methylation data from brain tumor sample.,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina'.,,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2941nnn/GSM2941660/suppl/GSM2941660_9878827210_R01C02_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2941nnn/GSM2941660/suppl/GSM2941660_9878827210_R01C02_Red.idat.gz,0,,DNA_FFPE,"GBM, RTK III",brain tumor,F,2
GSM2941662,"GBM, RTK III, sample 938 [validation set]",GSM2941662,Public on Jan 18 2018,Jan 18 2018,Jan 24 2018,genomic,1,brain tumor,Homo sapiens,tissue: brain tumor,"methylation class: GBM, RTK III",material: DNA_FFPE,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol.,SAMPLE 938,Methylation data from brain tumor sample.,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina'.,,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2941nnn/GSM2941662/suppl/GSM2941662_9878827210_R02C02_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2941nnn/GSM2941662/suppl/GSM2941662_9878827210_R02C02_Red.idat.gz,0,,DNA_FFPE,"GBM, RTK III",brain tumor,M,1
GSM2941663,"GBM, MES, sample 939 [validation set]",GSM2941663,Public on Jan 18 2018,Jan 18 2018,Jan 24 2018,genomic,1,brain tumor,Homo sapiens,tissue: brain tumor,"methylation class: GBM, MES",material: DNA_FFPE,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol.,SAMPLE 939,Methylation data from brain tumor sample.,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina'.,,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2941nnn/GSM2941663/suppl/GSM2941663_9878827210_R03C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2941nnn/GSM2941663/suppl/GSM2941663_9878827210_R03C01_Red.idat.gz,0,,DNA_FFPE,"GBM, MES",brain tumor,M,1
GSM2941668,"GBM, RTK III, sample 944 [validation set]",GSM2941668,Public on Jan 18 2018,Jan 18 2018,Jan 24 2018,genomic,1,brain tumor,Homo sapiens,tissue: brain tumor,"methylation class: GBM, RTK III",material: DNA_FFPE,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol.,SAMPLE 944,Methylation data from brain tumor sample.,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina'.,,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2941nnn/GSM2941668/suppl/GSM2941668_9878827210_R06C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2941nnn/GSM2941668/suppl/GSM2941668_9878827210_R06C01_Red.idat.gz,0,,DNA_FFPE,"GBM, RTK III",brain tumor,M,1
GSM2941670,"GBM, MID, sample 946 [validation set]",GSM2941670,Public on Jan 18 2018,Jan 18 2018,Jan 24 2018,genomic,1,brain tumor,Homo sapiens,tissue: brain tumor,"methylation class: GBM, MID",material: DNA_FFPE,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol.,SAMPLE 946,Methylation data from brain tumor sample.,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina'.,,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2941nnn/GSM2941670/suppl/GSM2941670_9878827225_R01C02_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2941nnn/GSM2941670/suppl/GSM2941670_9878827225_R01C02_Red.idat.gz,0,,DNA_FFPE,"GBM, MID",brain tumor,M,1
GSM2941672,"GBM, RTK II, sample 948 [validation set]",GSM2941672,Public on Jan 18 2018,Jan 18 2018,Jan 24 2018,genomic,1,brain tumor,Homo sapiens,tissue: brain tumor,"methylation class: GBM, RTK II",material: DNA_FFPE,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol.,SAMPLE 948,Methylation data from brain tumor sample.,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina'.,,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2941nnn/GSM2941672/suppl/GSM2941672_9878827225_R04C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2941nnn/GSM2941672/suppl/GSM2941672_9878827225_R04C01_Red.idat.gz,0,,DNA_FFPE,"GBM, RTK II",brain tumor,M,1
GSM2941687,"GBM, RTK II, sample 963 [validation set]",GSM2941687,Public on Jan 18 2018,Jan 18 2018,Jan 24 2018,genomic,1,brain tumor,Homo sapiens,tissue: brain tumor,"methylation class: GBM, RTK II",material: DNA_FFPE,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol.,SAMPLE 963,Methylation data from brain tumor sample.,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina'.,,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2941nnn/GSM2941687/suppl/GSM2941687_9878827239_R06C02_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2941nnn/GSM2941687/suppl/GSM2941687_9878827239_R06C02_Red.idat.gz,0,,DNA_FFPE,"GBM, RTK II",brain tumor,F,2
GSM2941688,"GBM, RTK II, sample 964 [validation set]",GSM2941688,Public on Jan 18 2018,Jan 18 2018,Jan 24 2018,genomic,1,brain tumor,Homo sapiens,tissue: brain tumor,"methylation class: GBM, RTK II",material: DNA_FFPE,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol.,SAMPLE 964,Methylation data from brain tumor sample.,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina'.,,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2941nnn/GSM2941688/suppl/GSM2941688_9878827240_R01C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2941nnn/GSM2941688/suppl/GSM2941688_9878827240_R01C01_Red.idat.gz,0,,DNA_FFPE,"GBM, RTK II",brain tumor,M,1
GSM2941695,"GBM, MES, sample 971 [validation set]",GSM2941695,Public on Jan 18 2018,Jan 18 2018,Jan 24 2018,genomic,1,brain tumor,Homo sapiens,tissue: brain tumor,"methylation class: GBM, MES",material: DNA_FFPE,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol.,SAMPLE 971,Methylation data from brain tumor sample.,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina'.,,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2941nnn/GSM2941695/suppl/GSM2941695_9968646118_R03C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2941nnn/GSM2941695/suppl/GSM2941695_9968646118_R03C01_Red.idat.gz,0,,DNA_FFPE,"GBM, MES",brain tumor,F,2
GSM2941696,"GBM, RTK II, sample 972 [validation set]",GSM2941696,Public on Jan 18 2018,Jan 18 2018,Jan 24 2018,genomic,1,brain tumor,Homo sapiens,tissue: brain tumor,"methylation class: GBM, RTK II",material: DNA_FFPE,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol.,SAMPLE 972,Methylation data from brain tumor sample.,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina'.,,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2941nnn/GSM2941696/suppl/GSM2941696_9968646118_R04C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2941nnn/GSM2941696/suppl/GSM2941696_9968646118_R04C01_Red.idat.gz,0,,DNA_FFPE,"GBM, RTK II",brain tumor,M,1
GSM2941697,"GBM, MES, sample 973 [validation set]",GSM2941697,Public on Jan 18 2018,Jan 18 2018,Jan 24 2018,genomic,1,brain tumor,Homo sapiens,tissue: brain tumor,"methylation class: GBM, MES",material: DNA_FFPE,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol.,SAMPLE 973,Methylation data from brain tumor sample.,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina'.,,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2941nnn/GSM2941697/suppl/GSM2941697_9968646118_R04C02_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2941nnn/GSM2941697/suppl/GSM2941697_9968646118_R04C02_Red.idat.gz,0,,DNA_FFPE,"GBM, MES",brain tumor,M,1
GSM2941698,"GBM, MES, sample 974 [validation set]",GSM2941698,Public on Jan 18 2018,Jan 18 2018,Jan 24 2018,genomic,1,brain tumor,Homo sapiens,tissue: brain tumor,"methylation class: GBM, MES",material: DNA_FFPE,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol.,SAMPLE 974,Methylation data from brain tumor sample.,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina'.,,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2941nnn/GSM2941698/suppl/GSM2941698_9968646118_R05C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2941nnn/GSM2941698/suppl/GSM2941698_9968646118_R05C01_Red.idat.gz,0,,DNA_FFPE,"GBM, MES",brain tumor,F,2
GSM2941700,"GBM, RTK II, sample 976 [validation set]",GSM2941700,Public on Jan 18 2018,Jan 18 2018,Jan 24 2018,genomic,1,brain tumor,Homo sapiens,tissue: brain tumor,"methylation class: GBM, RTK II",material: DNA_FFPE,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol.,SAMPLE 976,Methylation data from brain tumor sample.,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina'.,,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2941nnn/GSM2941700/suppl/GSM2941700_9968646118_R06C02_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2941nnn/GSM2941700/suppl/GSM2941700_9968646118_R06C02_Red.idat.gz,0,,DNA_FFPE,"GBM, RTK II",brain tumor,M,1
GSM2941701,"GBM, MES, sample 977 [validation set]",GSM2941701,Public on Jan 18 2018,Jan 18 2018,Jan 24 2018,genomic,1,brain tumor,Homo sapiens,tissue: brain tumor,"methylation class: GBM, MES",material: DNA_FFPE,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol.,SAMPLE 977,Methylation data from brain tumor sample.,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina'.,,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2941nnn/GSM2941701/suppl/GSM2941701_9968646164_R01C01_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2941nnn/GSM2941701/suppl/GSM2941701_9968646164_R01C01_Red.idat.gz,0,,DNA_FFPE,"GBM, MES",brain tumor,F,2
GSM2941702,"GBM, RTK II, sample 978 [validation set]",GSM2941702,Public on Jan 18 2018,Jan 18 2018,Jan 24 2018,genomic,1,brain tumor,Homo sapiens,tissue: brain tumor,"methylation class: GBM, RTK II",material: DNA_FFPE,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol.,SAMPLE 978,Methylation data from brain tumor sample.,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina'.,,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2941nnn/GSM2941702/suppl/GSM2941702_9968646164_R01C02_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2941nnn/GSM2941702/suppl/GSM2941702_9968646164_R01C02_Red.idat.gz,0,,DNA_FFPE,"GBM, RTK II",brain tumor,F,2
GSM2941703,"GBM, MYCN, sample 979 [validation set]",GSM2941703,Public on Jan 18 2018,Jan 18 2018,Jan 24 2018,genomic,1,brain tumor,Homo sapiens,tissue: brain tumor,"methylation class: GBM, MYCN",material: DNA_FFPE,Extraction of high molecular weight DNA from frozen tumor samples was carried out by use of a salting-out method or by ultracentrifugation over cesium chloride.,genomic DNA,Illumina protocol.,biotin/DNP,Illumina protocol.,9606,Illumina protocol.,Illumina iScan System according to the manufacturer's protocol.,SAMPLE 979,Methylation data from brain tumor sample.,Bioconductor (Version 3.3) package minifi (Version 1.18) using function 'preprocessIllumina'.,,GPL13534,"Martin,,Sill",m.sill@dkfz.de,Division of Pediatric Neurooncology,DKFZ,Im Neuenheimer Feld 280,Heidelberg,69120,Germany,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2941nnn/GSM2941703/suppl/GSM2941703_9968646164_R02C02_Grn.idat.gz,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM2941nnn/GSM2941703/suppl/GSM2941703_9968646164_R02C02_Red.idat.gz,0,,DNA_FFPE,"GBM, MYCN",brain tumor,M,1
